url,name,x1,x2,y1,y2
https://farm4.staticflickr.com/123/373359053_ddbd34443c_o.jpg,Washing machine,0.0,0.245281,0.0,1.0
https://farm4.staticflickr.com/123/373359053_ddbd34443c_o.jpg,Washing machine,0.188061,0.815951,0.001194,1.0
https://c5.staticflickr.com/4/3147/2734922201_661e983dc7_o.jpg,Washing machine,0.281905,0.77248,0.076813,0.918062
https://c5.staticflickr.com/4/3147/2734922201_661e983dc7_o.jpg,Washing machine,0.000256,0.180096,0.033994,0.773512
https://c1.staticflickr.com/9/8553/8978447776_44ebd4749c_o.jpg,Washing machine,0.268,0.523,0.242,0.884
https://c1.staticflickr.com/9/8553/8978447776_44ebd4749c_o.jpg,Washing machine,0.031,0.272,0.21,0.866
https://farm8.staticflickr.com/3580/3674470393_c4ca9413d9_o.jpg,Washing machine,0.000163,0.999753,0.0,0.999993
https://farm8.staticflickr.com/3580/3674470393_c4ca9413d9_o.jpg,Washing machine,0.10022,0.963454,0.170695,1.0
https://c4.staticflickr.com/6/5457/8858730881_40da5f236b_o.jpg,Washing machine,0.001,0.747,0.002,0.998
https://farm6.staticflickr.com/7309/13336410603_2f594d67fa_o.jpg,Washing machine,0.29,0.584,0.526,0.992
https://c7.staticflickr.com/8/7180/6985925719_9ab70c034d_o.jpg,Washing machine,0.395,0.962,0.296,0.953
https://c7.staticflickr.com/8/7180/6985925719_9ab70c034d_o.jpg,Washing machine,0.405,0.967,0.296,0.948
https://farm2.staticflickr.com/8109/8486902021_ef48af00ec_o.jpg,Washing machine,0.029,0.817,0.296,0.995
https://farm4.staticflickr.com/4126/5093615278_5da3d9100a_o.jpg,Washing machine,0.307052,0.790839,0.058013,0.490203
https://farm4.staticflickr.com/4126/5093615278_5da3d9100a_o.jpg,Washing machine,0.259466,0.546962,0.154898,0.429545
https://farm4.staticflickr.com/4126/5093615278_5da3d9100a_o.jpg,Washing machine,0.179761,0.558816,0.449801,0.844422
https://farm4.staticflickr.com/4126/5093615278_5da3d9100a_o.jpg,Washing machine,0.375644,0.794407,0.467185,0.926668
https://farm4.staticflickr.com/4126/5093615278_5da3d9100a_o.jpg,Washing machine,0.261234,0.788111,0.030748,0.487743
https://c7.staticflickr.com/9/8456/7918423668_5840aae5a5_o.jpg,Washing machine,0.117,0.578,0.061,0.982
https://c7.staticflickr.com/9/8456/7918423668_5840aae5a5_o.jpg,Washing machine,0.612,0.764,0.061,0.297
