url,name,x1,x2,y1,y2
https://farm3.staticflickr.com/2810/12778352864_3db5cb9bd0_o.jpg,Umbrella,0.472336,0.794427,0.068575,0.493441
https://farm3.staticflickr.com/2810/12778352864_3db5cb9bd0_o.jpg,Umbrella,0.362219,0.465912,0.407183,0.504453
https://farm3.staticflickr.com/2810/12778352864_3db5cb9bd0_o.jpg,Umbrella,0.805438,1.0,0.174103,0.528312
https://farm3.staticflickr.com/2810/12778352864_3db5cb9bd0_o.jpg,Umbrella,0.083402,0.88245,0.032181,0.798789
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.241335,0.393372,0.585472,0.783075
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.066751,0.211701,0.37756,0.82775
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.77604,0.838529,0.46691,0.626711
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.721281,0.765088,0.438559,0.560557
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.108441,0.350417,0.106798,0.617979
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.580614,0.97891,0.201038,0.575143
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.0,0.161976,0.176764,0.6037
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.013925,0.118933,0.239238,0.375841
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.529947,0.546697,0.386151,0.446291
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.243204,0.398536,0.358131,0.79514
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.867519,0.948691,0.52791,0.807131
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.97446,1.0,0.482375,0.614683
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.422362,0.508043,0.324293,0.574303
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.238114,0.401747,0.362095,0.793384
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.0,0.053223,0.355222,0.835482
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.062886,0.206547,0.378419,0.826032
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.49838,0.524793,0.368968,0.452305
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.085769,0.211836,0.400056,0.587053
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.169541,0.212058,0.809787,0.826125
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.065049,0.090271,0.763657,0.819398
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.251693,0.269709,0.75693,0.793449
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.0,0.040982,0.609528,0.814004
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.354024,0.400144,0.779995,0.798255
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.760488,0.833813,0.34087,0.468679
https://c3.staticflickr.com/4/3527/3746161412_c45f52429a_o.jpg,Umbrella,0.285161,0.386787,0.406061,0.590484
https://c6.staticflickr.com/5/4079/4776480096_7be95450ff_o.jpg,Umbrella,0.499606,0.958379,0.118507,0.404026
https://c6.staticflickr.com/5/4079/4776480096_7be95450ff_o.jpg,Umbrella,0.678683,0.767372,0.221443,0.375508
https://c6.staticflickr.com/5/4079/4776480096_7be95450ff_o.jpg,Umbrella,0.521998,0.618078,0.23696,0.38105
https://c6.staticflickr.com/5/4079/4776480096_7be95450ff_o.jpg,Umbrella,0.615122,0.810239,0.391026,0.483022
