url,name,x1,x2,y1,y2
https://c7.staticflickr.com/8/7061/6880646659_620a32abe0_o.jpg,Kettle,0.116272,0.892631,0.100172,0.882642
https://c7.staticflickr.com/8/7061/6880646659_620a32abe0_o.jpg,Kettle,0.119833,0.897973,0.100648,0.884976
https://c7.staticflickr.com/8/7061/6880646659_620a32abe0_o.jpg,Kettle,0.115549,0.893928,0.099969,0.882876
https://farm2.staticflickr.com/8668/16173417225_356d9e228e_o.jpg,Kettle,0.472,0.806,0.242,0.858
https://farm1.staticflickr.com/7181/6829527986_02b7f5685c_o.jpg,Kettle,0.142369,0.787154,0.003758,0.990582
https://farm1.staticflickr.com/7181/6829527986_02b7f5685c_o.jpg,Kettle,0.352557,0.752975,0.003583,0.458688
https://farm1.staticflickr.com/7181/6829527986_02b7f5685c_o.jpg,Kettle,0.245076,0.443447,0.626859,0.874683
https://farm1.staticflickr.com/7181/6829527986_02b7f5685c_o.jpg,Kettle,0.353043,0.752755,0.002833,0.466725
https://c1.staticflickr.com/8/7295/10994601923_44cf793740_o.jpg,Kettle,0.086517,0.948431,0.15984,0.845901
https://c1.staticflickr.com/8/7295/10994601923_44cf793740_o.jpg,Kettle,0.085586,0.94322,0.161443,0.844656
https://farm8.staticflickr.com/88/270561303_e356449930_o.jpg,Kettle,0.816,0.947,0.675,0.856
https://farm8.staticflickr.com/88/270561303_e356449930_o.jpg,Kettle,0.36,0.905,0.066,0.627
https://farm8.staticflickr.com/88/270561303_e356449930_o.jpg,Kettle,0.122,1.0,0.0,0.988
https://farm8.staticflickr.com/88/270561303_e356449930_o.jpg,Kettle,0.826,0.941,0.661,0.927
https://farm2.staticflickr.com/8765/17226005931_8c42da60b9_o.jpg,Kettle,0.331,0.815,0.051,1.0
https://c3.staticflickr.com/5/4098/4760361971_5ae48a15de_o.jpg,Kettle,0.009,0.309,0.675,0.962
https://c3.staticflickr.com/5/4098/4760361971_5ae48a15de_o.jpg,Kettle,0.202,0.658,0.09,0.675
https://c3.staticflickr.com/5/4098/4760361971_5ae48a15de_o.jpg,Kettle,0.624,0.818,0.44,0.792
https://farm3.staticflickr.com/4071/4206408255_bf14e02357_o.jpg,Kettle,0.165,0.807,0.188,0.752
https://c8.staticflickr.com/6/5538/12048589333_6b7b2d4f94_o.jpg,Kettle,0.099525,0.775291,0.205995,0.780724
https://c8.staticflickr.com/6/5538/12048589333_6b7b2d4f94_o.jpg,Kettle,0.097022,0.775096,0.202599,0.78346
https://c3.staticflickr.com/4/3571/3419560988_e5b50d238f_o.jpg,Kettle,0.135,0.898,0.183,0.807
https://c2.staticflickr.com/4/3702/12470324194_dfc7d82883_o.jpg,Kettle,0.009,0.845,0.009,0.593
https://c2.staticflickr.com/4/3702/12470324194_dfc7d82883_o.jpg,Kettle,0.0,0.9,0.059,0.614
https://c2.staticflickr.com/4/3702/12470324194_dfc7d82883_o.jpg,Kettle,0.33,0.966,0.538,0.997
https://c2.staticflickr.com/4/3702/12470324194_dfc7d82883_o.jpg,Kettle,0.063,0.874,0.036,0.645
https://c2.staticflickr.com/4/3702/12470324194_dfc7d82883_o.jpg,Kettle,0.035,0.834,0.055,0.57
https://c1.staticflickr.com/9/8022/7710868262_a0ed3da935_o.jpg,Kettle,0.016585,0.947887,0.117106,0.90488
https://c1.staticflickr.com/9/8022/7710868262_a0ed3da935_o.jpg,Kettle,0.018176,0.943073,0.115397,0.905698
https://farm2.staticflickr.com/3697/9514931856_c9521a3314_o.jpg,Kettle,0.0,0.999828,0.095692,1.0
https://farm2.staticflickr.com/3697/9514931856_c9521a3314_o.jpg,Kettle,0.109736,1.0,0.08943,1.0
https://c3.staticflickr.com/7/6019/6340707988_dd1234cc26_o.jpg,Kettle,0.088894,0.958837,0.087212,0.850355
https://c3.staticflickr.com/7/6019/6340707988_dd1234cc26_o.jpg,Kettle,0.090325,0.958897,0.089757,0.848396
