url,name,x1,x2,y1,y2
https://c7.staticflickr.com/8/7229/6894063084_f6c7357ed5_o.jpg,Sunglasses,0.535,0.916,0.25,0.929
https://c7.staticflickr.com/8/7229/6894063084_f6c7357ed5_o.jpg,Sunglasses,0.136,0.48,0.301,0.903
https://c7.staticflickr.com/8/7229/6894063084_f6c7357ed5_o.jpg,Sunglasses,0.237,0.376,0.335,0.555
https://c7.staticflickr.com/2/1050/1471636121_6163192c06_o.jpg,Sunglasses,0.59,0.844,0.429,0.953
https://c7.staticflickr.com/2/1050/1471636121_6163192c06_o.jpg,Sunglasses,0.353,0.53,0.234,0.927
https://c7.staticflickr.com/2/1050/1471636121_6163192c06_o.jpg,Sunglasses,0.062,0.326,0.137,0.946
https://farm4.staticflickr.com/229/468778025_c7b44aa8aa_o.jpg,Sunglasses,,,,
https://c2.staticflickr.com/4/3681/13210744394_2b8d336fdd_o.jpg,Sunglasses,0.181,0.87,0.176,0.992
https://c2.staticflickr.com/4/3681/13210744394_2b8d336fdd_o.jpg,Sunglasses,0.644,0.957,0.55,1.0
https://farm3.staticflickr.com/8566/15936088295_ef96b24dde_o.jpg,Sunglasses,0.164,0.822,0.023,0.991
https://farm3.staticflickr.com/8566/15936088295_ef96b24dde_o.jpg,Sunglasses,0.384,0.644,0.1,0.66
https://c6.staticflickr.com/2/1289/1316990121_0c82eab895_o.jpg,Sunglasses,0.29,0.585,0.268,0.483
https://c6.staticflickr.com/2/1289/1316990121_0c82eab895_o.jpg,Sunglasses,0.305,0.598,0.246,0.434
https://c6.staticflickr.com/2/1289/1316990121_0c82eab895_o.jpg,Sunglasses,0.268,0.625,0.11,0.699
https://c6.staticflickr.com/2/1289/1316990121_0c82eab895_o.jpg,Sunglasses,0.13,0.848,0.092,0.956
https://c6.staticflickr.com/2/1289/1316990121_0c82eab895_o.jpg,Sunglasses,0.286,0.592,0.239,0.459
https://farm8.staticflickr.com/8483/8197909073_a4828ae535_o.jpg,Sunglasses,,,,
https://c3.staticflickr.com/6/5466/9419396504_3cd3cd1e9b_o.jpg,Sunglasses,0.121,0.263,0.166,0.265
https://c3.staticflickr.com/6/5466/9419396504_3cd3cd1e9b_o.jpg,Sunglasses,0.118,0.258,0.183,0.255
https://c3.staticflickr.com/6/5466/9419396504_3cd3cd1e9b_o.jpg,Sunglasses,0.108,0.27,0.091,0.384
https://c3.staticflickr.com/6/5466/9419396504_3cd3cd1e9b_o.jpg,Sunglasses,0.013,0.398,0.042,1.0
https://c5.staticflickr.com/8/7382/13942952318_50c5b37774_o.jpg,Sunglasses,0.571,0.893,0.286,0.984
https://c1.staticflickr.com/5/4139/4783394791_a846e1646e_o.jpg,Sunglasses,0.5,0.9,0.167,0.302
https://c1.staticflickr.com/5/4139/4783394791_a846e1646e_o.jpg,Sunglasses,0.444,0.939,0.161,0.338
https://c1.staticflickr.com/5/4139/4783394791_a846e1646e_o.jpg,Sunglasses,0.456,0.929,0.07,0.449
https://farm8.staticflickr.com/1238/889040638_5fbdf6eb7f_o.jpg,Sunglasses,0.139,0.879,0.209,0.998
https://farm8.staticflickr.com/1238/889040638_5fbdf6eb7f_o.jpg,Sunglasses,0.211,0.854,0.231,0.999
https://c8.staticflickr.com/2/1433/5111886339_f14a36925a_o.jpg,Sunglasses,0.229,0.536,0.178,0.283
https://c8.staticflickr.com/2/1433/5111886339_f14a36925a_o.jpg,Sunglasses,0.044,0.935,0.045,0.953
https://c8.staticflickr.com/2/1433/5111886339_f14a36925a_o.jpg,Sunglasses,0.21,0.548,0.176,0.278
https://c8.staticflickr.com/2/1433/5111886339_f14a36925a_o.jpg,Sunglasses,0.23,0.794,0.116,0.451
