url,name,x1,x2,y1,y2
https://farm7.staticflickr.com/4035/4435962570_ae14cc1990_o.jpg,Sewing machine,0.088,0.83,0.093,0.974
https://farm4.staticflickr.com/5125/5356662711_e33872b4e9_o.jpg,Sewing machine,0.159924,0.941255,0.0,1.0
https://farm8.staticflickr.com/7286/16363728388_50c1bc927c_o.jpg,Sewing machine,0.033,1.0,0.158,0.861
https://farm8.staticflickr.com/7286/16363728388_50c1bc927c_o.jpg,Sewing machine,0.011,0.988,0.175,0.705
https://farm8.staticflickr.com/7286/16363728388_50c1bc927c_o.jpg,Sewing machine,0.027,0.494,0.23,0.68
https://farm8.staticflickr.com/7286/16363728388_50c1bc927c_o.jpg,Sewing machine,0.3,0.984,0.267,0.828
https://farm8.staticflickr.com/7286/16363728388_50c1bc927c_o.jpg,Sewing machine,0.023,0.474,0.227,0.728
https://c5.staticflickr.com/6/5267/5737086529_1d62a764f6_o.jpg,Sewing machine,,,,
https://c5.staticflickr.com/1/182/428621977_da0a4c8169_o.jpg,Sewing machine,0.413,0.909,0.414,0.967
https://c5.staticflickr.com/1/182/428621977_da0a4c8169_o.jpg,Sewing machine,0.451,1.0,0.447,0.999
https://c4.staticflickr.com/5/4152/5041415469_f7e04499d2_o.jpg,Sewing machine,0.763,0.9,0.846,1.0
https://c7.staticflickr.com/4/3874/14600228823_0da39f5e67_o.jpg,Sewing machine,0.099,0.873,0.202,0.792
https://c7.staticflickr.com/8/7359/13947523184_2d1817702a_o.jpg,Sewing machine,0.011,0.232,0.436,0.688
https://c7.staticflickr.com/8/7359/13947523184_2d1817702a_o.jpg,Sewing machine,0.353,0.936,0.033,0.857
https://c7.staticflickr.com/8/7359/13947523184_2d1817702a_o.jpg,Sewing machine,0.006,0.231,0.437,0.685
https://c7.staticflickr.com/8/7359/13947523184_2d1817702a_o.jpg,Sewing machine,0.312,0.986,0.007,0.944
https://c5.staticflickr.com/9/8190/8123292398_631d7efa7f_o.jpg,Sewing machine,0.627,0.979,0.007,0.4
https://c4.staticflickr.com/4/3891/14773112122_4f53b021bf_o.jpg,Sewing machine,0.115,0.977,0.099,0.994
https://c4.staticflickr.com/4/3891/14773112122_4f53b021bf_o.jpg,Sewing machine,0.065,0.868,0.106,0.895
https://farm1.staticflickr.com/471/19023156231_16e212a878_o.jpg,Sewing machine,,,,
https://farm3.staticflickr.com/6003/5971476493_7cc186e0a5_o.jpg,Sewing machine,,,,
https://c2.staticflickr.com/4/3834/9074273790_234835034e_o.jpg,Sewing machine,0.0001,0.780798,0.430178,0.999132
