url,name,x1,x2,y1,y2
https://farm6.staticflickr.com/2556/3861904561_c1c2d8925f_o.jpg,Laptop,0.000603,1.0,0.0,0.999803
https://c1.staticflickr.com/3/2617/5809921107_9358c3effd_o.jpg,Laptop,0.255,0.693,0.462,0.907
https://c7.staticflickr.com/4/3065/2698727572_2130c41b40_o.jpg,Laptop,0.428,0.649,0.347,0.669
https://c6.staticflickr.com/8/7390/8720737998_da1dac0589_o.jpg,Laptop,,,,
https://farm6.staticflickr.com/2028/2176467977_1803518418_o.jpg,Laptop,0.405,0.902,0.029,0.814
https://farm8.staticflickr.com/2945/15319289238_d6caf615e2_o.jpg,Laptop,,,,
https://farm6.staticflickr.com/54/156075226_99e2622a66_o.jpg,Laptop,0.4,0.678,0.348,0.754
https://farm6.staticflickr.com/54/156075226_99e2622a66_o.jpg,Laptop,0.844,0.984,0.195,0.475
https://farm6.staticflickr.com/54/156075226_99e2622a66_o.jpg,Laptop,0.88,0.96,0.202,0.314
https://farm6.staticflickr.com/54/156075226_99e2622a66_o.jpg,Laptop,0.143,0.236,0.224,0.377
https://c2.staticflickr.com/1/13/91183239_e5a3e5d816_o.jpg,Laptop,0.318,0.786,0.19,0.743
https://c2.staticflickr.com/4/3263/3347596426_6f2f2041a9_o.jpg,Laptop,0.041,1.0,0.037,0.914
https://farm4.staticflickr.com/4075/4771594350_8554d054f5_o.jpg,Laptop,0.302,0.698,0.223,0.964
https://farm4.staticflickr.com/4075/4771594350_8554d054f5_o.jpg,Laptop,0.296,0.69,0.338,0.938
https://c5.staticflickr.com/1/284/19245828573_d5c2b6369a_o.jpg,Laptop,0.0,0.96881,0.01958,0.962932
https://c1.staticflickr.com/5/4039/4394903781_7c503ed312_o.jpg,Laptop,0.019,1.0,0.016,1.0
https://c1.staticflickr.com/5/4039/4394903781_7c503ed312_o.jpg,Laptop,0.243,0.562,0.381,0.989
https://c1.staticflickr.com/5/4039/4394903781_7c503ed312_o.jpg,Laptop,0.173,0.355,0.204,1.0
https://c1.staticflickr.com/5/4039/4394903781_7c503ed312_o.jpg,Laptop,0.593,0.895,0.464,0.853
